0.0612373	5360.0612373	0	536
0.128251	536	1072
0.198267	1072	1608
0.268283	1608	2144
0.335152	2144	2680
0.341445	2680	3216
0.405168	3216	3752
0.411461	3752	4288
0.417755	4288	4824
0.475184	4824	5360
0.481477	5360	5896
0.487771	5896	6432
0.494064	6432	6968
0.542053	6968	7504
0.548347	7504	8040
0.55464	8040	8576
0.560933	8576	9112
0.567227	9112	9648
0.57352	9648	10184
0.608923	10184	10720
0.615216	10720	11256
0.621509	11256	11792
0.627803	11792	12328
0.634096	12328	12864
0.640389	12864	13400
0.646683	13400	13936
0.652976	13936	14472
0.659269	14472	15008
0.675792	15008	15544
0.682085	15544	16080
0.688379	16080	16616
0.694672	16616	17152
0.700965	17152	17688
0.707259	17688	18224
0.719931	18224	8576
0.849819	8576	8609
0.856112	8609	8642
0.862405	8642	8675
0.868699	8675	8708
0.874992	8708	8740
0.881285	8740	8772
0.887579	8772	8804
0.910395	8804	8836
0.919835	8836	8868
0.926128	8868	8900
0.932421	8900	8932
0.938715	8932	8964
0.945008	8964	8996
0.951301	8996	9027
0.957595	9027	9058
0.980411	9058	9089
0.989851	9089	9120
0.996144	9120	9151
1.00244	9151	9182
1.00873	9182	9213
1.01502	9213	9244
1.02132	9244	9275
1.02761	9275	9305
1.05043	9305	9335
1.05987	9335	9365
1.06616	9365	9395
1.07245	9395	9425
1.07875	9425	9455
1.08504	9455	9485
1.09133	9485	9515
1.09763	9515	9545
1.1173	9545	9575
1.12674	9575	9605
1.13626	9605	9634
1.1457	9634	4288
1.26056	4288	4355
1.27009	4355	4420
1.27638	4420	4484
1.28582	4484	4548
1.33058	4548	4611
1.3401	4611	4673
1.34639	4673	4734
1.35583	4734	4794
1.40059	4794	4853
1.41012	4853	4912
1.41641	4912	4970
1.42585	4970	5027
1.47061	5027	5084
1.47699	5084	5140
1.48328	5140	5195
1.49272	5195	5250
1.53748	5250	5304
1.54386	5304	5358
1.55015	5358	5411
1.55959	5411	5464
1.60435	5464	5516
1.61073	5516	5568
1.61702	5568	5619
1.62331	5619	5670
1.62961	5670	5720
1.67436	5720	5770
1.68074	5770	5819
1.68703	5819	5868
1.69333	5868	5916
1.69962	5916	5964
1.74438	5964	6012
1.75076	6012	6059
1.75705	6059	6106
1.76334	6106	6153
1.76964	6153	6199
1.81125	6199	6245
1.81763	6245	6291
1.82392	6291	6336
1.83345	6336	6381
1.8782	6381	2680
1.97042	2680	2787
1.97671	2787	2890
2.01194	2890	2989
2.04043	2989	3085
2.07881	3085	3178
2.1073	3178	3268
2.14568	3268	3355
2.17417	3355	3440
2.18046	3440	3523
2.2157	3523	3604
2.24419	3604	3683
2.25048	3683	3761
2.28571	3761	3837
2.3142	3837	3911
2.3205	3911	3984
2.35258	3984	4056
2.38107	4056	4126
2.38737	4126	4195
2.41945	4195	4263
2.44794	4263	4330
2.45423	4330	4396
2.48632	4396	4461
2.51481	4461	4525
2.5211	4525	4588
2.5274	4588	4650
2.55634	4650	4711
2.58483	4711	4771
2.59741	4771	4831
2.62635	4831	4890
2.65484	4890	4948
2.66743	4948	5006
2.67372	5006	5063
2.69322	5063	5119
2.72171	5119	5175
2.7343	5175	5230
2.74059	5230	5284
2.76009	5284	5338
2.78858	5338	5391
2.80117	5391	5444
2.80746	5444	5496
2.82696	5496	5548
2.85545	5548	5599
2.86174	5599	5650
2.87118	5650	5700
2.87748	5700	5750
2.89698	5750	5799
2.92547	5799	5848
2.93176	5848	5897
2.9412	5897	5945
2.94749	5945	5993
2.96699	5993	6040
2.99548	6040	6087
3.00178	6087	6134
3.00807	6134	6180
3.01436	6180	6226
3.03386	6226	6272
3.06235	6272	6317
3.06865	6317	6362
3.07494	6362	6407
3.08123	6407	6451
3.10073	6451	6495
3.12922	6495	6539
3.13551	6539	6582
3.14181	6582	6625
3.1481	6625	6668
3.15439	6668	6711
3.17075	6711	6753
3.19924	6753	6795
3.20553	6795	6837
3.21182	6837	6879
3.21812	6879	6920
3.24085	6920	2680
3.35509	2680	2787
3.37153	2787	2890
3.42196	2890	2989
3.43839	2989	3085
3.48883	3085	3178
