3.50526	3178	3268
3.5557	3268	3355
3.57213	3355	3440
3.57843	3440	3523
3.62571	3523	3604
3.64215	3604	3683
3.64844	3683	3761
3.69573	3761	3837
3.71217	3837	3911
3.71846	3911	3984
3.7626	3984	4056
3.77903	4056	4126
3.78533	4126	4195
3.82947	4195	4263
3.8459	4263	4330
3.8522	4330	4396
3.89634	4396	4461
3.91277	4461	4525
3.91907	4525	4588
3.92536	4588	4650
3.96635	4650	4711
3.98279	4711	4771
3.98908	4771	4831
3.99538	4831	4890
4.03637	4890	4948
4.05281	4948	5006
4.0591	5006	5063
4.06539	5063	5119
4.10324	5119	5175
4.11967	5175	5230
4.12597	5230	5284
4.13226	5284	5338
4.17011	5338	5391
4.18654	5391	5444
4.19284	5444	5496
4.19913	5496	5548
4.23698	5548	5599
4.24327	5599	5650
4.25656	5650	5700
4.26285	5700	5750
4.26915	5750	5799
4.30699	5799	5848
4.31329	5848	5897
4.32658	5897	5945
4.33287	5945	5993
4.33916	5993	6040
4.37701	6040	6087
4.3833	6087	6134
4.39345	6134	6180
4.39974	6180	6226
4.40603	6226	6272
4.44388	6272	6317
4.45017	6317	6362
4.46031	6362	6407
4.46661	6407	6451
4.4729	6451	6495
4.51075	6495	6539
4.51704	6539	6582
4.52718	6582	6625
4.53348	6625	6668
4.53977	6668	6711
4.54606	6711	6753
4.58076	6753	6795
4.58706	6795	6837
4.5972	6837	6879
4.60349	6879	6920
4.60979	6920	6961
4.61608	6961	7002
4.65078	7002	7043
4.65707	7043	7083
4.66722	7083	7123
4.67351	7123	7163
4.6798	7163	7203
4.6861	7203	7242
4.71765	7242	7281
4.72394	7281	7320
4.73409	7320	7359
4.74038	7359	7398
4.74667	7398	7436
4.75297	7436	7474
4.78452	7474	7512
4.79081	7512	7550
4.80095	7550	7588
4.80725	7588	7625
4.81354	7625	7662
4.81983	7662	7699
4.85139	7699	7736
4.85768	7736	7773
4.86397	7773	7809
4.87097	7809	7845
4.87726	7845	7881
4.88356	7881	7917
4.88985	7917	7953
4.9214	7953	7989
4.9277	7989	8024
4.93399	8024	8059
4.94099	8059	8094
4.94728	8094	8129
4.95357	8129	8164
4.95987	8164	8199
4.99142	8199	8234
4.99771	8234	8268
5.00401	8268	8302
5.0103	8302	8336
5.01659	8336	8370
5.02289	8370	8404
6.02289	8404	536
